0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0
0.784294	0.730475	2.33318	4.30021	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.19668	0.532186	10.3623	-0.0324184	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
1.03317	0.564682	4.60611	2.63237	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1.3605	0.705957	4.95803	2.23829	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1.72475	0.653033	5.37836	1.12305	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
2.03806	0.70494	5.49195	0.98662	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
2.28437	0.705393	5.28555	0.763599	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
2.57176	0.732172	5.33398	0.679194	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
2.85611	0.716061	5.32668	0.442823	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
3.10269	0.7236	5.30071	0.408255	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
3.40059	0.650697	5.33096	0.0242028	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
3.71434	0.584049	5.42097	-0.254687	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
3.99508	0.59851	5.47149	-0.157433	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.27589	0.587358	5.48256	-0.172061	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.53536	0.604951	5.33287	-0.0935861	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.72206	0.678563	5.2065	0.192297	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
4.97711	0.674499	5.0469	0.128525	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
5.27738	0.668166	5.12059	0.0753809	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
5.53596	0.672696	5.26795	0.0932659	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
5.83492	0.682678	5.32111	0.102133	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
6.07872	0.625319	5.12305	-0.104985	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
6.33118	0.715752	5.10478	0.187715	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
6.58215	0.744471	5.05834	0.243308	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
6.82727	0.744489	5.04796	0.208382	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
7.07193	0.730365	4.87218	0.119314	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.28358	0.808877	4.81356	0.338323	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
7.57774	0.82202	5.15608	0.346121	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
7.83279	0.800845	5.15706	0.234835	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
8.08413	0.81818	4.97269	0.235299	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
8.31909	0.834889	4.95093	0.251616	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
8.58735	0.924654	5.23675	0.496947	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
8.83103	0.985071	5.20449	0.600839	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
9.12316	1.02344	5.24122	0.618484	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
9.36472	1.05506	5.20932	0.623566	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
9.64532	1.12901	5.25322	0.743934	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
9.92451	1.26189	5.26513	1.00904	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
10.1748	1.34469	5.00692	1.07096	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
10.3956	1.42412	4.95649	1.14766	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
10.6299	1.495	4.71945	1.15674	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
10.8469	1.52021	4.69591	1.07034	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
11.1149	1.56214	4.88633	1.05206	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
11.3959	1.60818	4.94497	1.02751	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
11.629	1.64943	4.85674	0.992094	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
11.8554	1.71906	4.82734	1.04958	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
12.1129	1.8024	4.98962	1.15333	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
12.3583	1.83298	4.98835	1.08044	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
12.616	1.88137	5.0961	1.07789	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
12.8179	2.03369	4.99503	1.35339	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
13.0861	2.14044	5.13569	1.47697	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
13.2948	2.29526	5.04398	1.70381	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
13.4766	2.42225	4.62439	1.77638	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
13.7246	2.54909	4.64222	1.87506	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
13.9465	2.64741	4.58384	1.8814	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
14.1734	2.81565	4.56211	2.07972	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
14.4238	2.92162	4.73776	2.11009	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
14.6329	2.99055	4.70321	2.01916	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
14.8657	3.13887	4.74369	2.15946	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
15.0782	3.34857	4.67744	2.43441	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
15.2945	3.49612	4.46141	2.46465	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
15.5083	3.69845	4.42399	2.67528	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
15.7235	3.81009	4.36386	2.60313	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
15.9446	3.96129	4.36204	2.65756	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
16.1489	4.09177	4.14665	2.60353	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
16.3395	4.30752	4.09276	2.83139	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
